cod_i;cod_m;muni;esta;ano_;prest;servç;natur;G06A _ População urbana residente do(s) município(s) com abastecimento de água;G06B _ População urbana residente do(s) município(s) com esgotamento sanitário;G12A _ População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B _ População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;POP_TOT _ População total do município (Fonte: IBGE):;POP_URB _ População urbana do município (Fonte: IBGE);AG001 _ População total atendida com abastecimento de água;AG026 _ População urbana atendida com abastecimento de água;ES001 _ População total atendida com esgotamento sanitário;ES026 _ População urbana atendida com esgotamento sanitário;IN015_AE _ Índice de coleta de esgoto;IN016_AE _ Índice de tratamento de esgoto;IN023_AE _ Índice de atendimento urbano de água;IN024_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE _ Índice de esgoto tratado referido à água consumida;IN047_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN055_AE _ Índice de atendimento total de água;IN056_AE _ Índice de atendimento total de esgoto referido aos municípios atendidos com água
3517901;351790;Guaraci;SP;2019;[35179011] Prefeitura Municipal de Guaraci - PMG | [35179040] Prefeitura Municipal de Guaraci - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;10.01;10.01;11.19;11.19;11.19;10.01;9.98;9.15;9.98;9.15;83,82;100,00;91,40;91,39;83,82;91,39;89,17;89,17
3518008;351800;Guarani D'oeste;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35180040] Prefeitura Municipal de Guarani d'Oeste - PMG;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.76;1.76;2.00;2.00;2.00;1.76;2.00;1.76;1.94;1.76;100,00;100,00;100,00;100,00;100,00;100,00;100,00;97,00
3518107;351810;Guarantã;SP;2019;[35181011] Prefeitura Municipal de Guarantã - PMG | [35181040] Município de Guarantã - PMGTA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.68;5.68;6.66;6.66;6.66;5.68;6.66;5.68;6.66;5.68;100,00;96,67;100,00;100,00;100,00;100,00;100,00;100,00
3518206;351820;Guararapes;SP;2019;[35182011] Prefeitura Municipal de Guararapes - PMG | [35182040] PREFEITURA MUNICIPAL DE GUARARAPES - PMG;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;30.49;30.49;32.94;32.94;32.94;30.49;32.77;30.33;32.77;30.33;90,17;100,00;99,50;99,50;90,17;99,50;99,50;99,50
3518305;351830;Guararema;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35183040] PREFEITURA MUNICIPAL DE GUARAREMA - PMG;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;25.64;25.64;29.80;29.80;29.80;25.64;21.73;21.73;14.91;14.91;62,67;100,00;84,70;58,13;62,67;58,13;72,91;50,03
3518404;351840;Guaratinguetá;SP;2019;[35184011] Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá - SAEG | [35184040] COMPANHIA DE SERVIÇO DE ÁGUA, ESGOTO E RESÍDUOS DE GUARATINGUETÁ - SAEG;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Sociedade de economia mista com administração pública;116.03;116.03;121.80;121.80;121.80;116.03;120.42;114.40;113.19;107.53;80,00;24,62;98,60;92,68;19,69;92,68;98,87;92,93
3518503;351850;Guareí;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35185040] Secretaria Municipal de Meio Ambiente - SEMMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;10.70;10.70;18.52;18.52;18.52;10.70;11.57;10.70;7.63;7.63;64,29;100,00;100,00;71,35;64,29;71,35;62,46;41,21
3518602;351860;Guariba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35186040] Prefeitura Municipal de Guariba - PMG;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;39.27;39.27;40.11;40.11;40.11;39.27;39.47;39.27;40.11;39.27;100,00;100,00;100,00;100,00;100,00;100,00;98,42;100,00
3518701;351870;Guarujá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35187040] Secretaria Municipal de Operações Urbanas - SEURB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;320.40;320.40;320.46;320.46;320.46;320.40;262.69;262.69;222.11;222.11;69,13;100,00;82,00;69,32;69,13;69,32;81,97;69,31
3518800;351880;Guarulhos;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35188040] Secretaria de Serviços Públicos - SSP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.379.182;1.379.182;1.379.182;1.379.182;1.379.182;1.379.182;1.326.819;1.326.819;1.185.702;1.185.702;69,38;100,00;96,20;85,97;69,38;85,97;96,20;85,97
3518859;351885;Guatapará;SP;2019;[35188511] Prefeitura Municipal de Guatapará - PMG | [35188540] PREFEITURA MUNICIPAL DE GUATAPARÁ - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.62;5.62;7.66;7.66;7.66;5.62;7.66;5.62;5.62;5.62;70,51;14,48;100,00;100,00;10,21;100,00;100,00;73,45
3518909;351890;Guzolândia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35189040] PREFEITURA MUNICIPAL DEGUZOLANDIA - PMG;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;4.46;4.46;5.27;5.27;5.27;4.46;4.63;4.46;4.58;4.46;100,00;100,00;100,00;100,00;100,00;100,00;87,89;87,03
3519006;351900;Herculândia;SP;2019;[35190011] Prefeitura Municipal de Herculândia - PMH | [35190040] Prefeitura Municipal de Herculândia - PMH;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;8.68;8.68;9.53;9.53;9.53;8.68;8.68;8.68;8.47;8.47;39,26;100,00;100,00;97,60;39,26;97,60;91,09;88,90
3519055;351905;Holambra;SP;2019;[35190512] Águas de Holambra - AH | [35190540] Prefeitura Municipal da Estância Turística de Holambra - PMH;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;10.81;10.81;14.93;14.93;14.93;10.81;14.18;10.81;13.44;10.81;98,08;100,00;100,00;100,00;98,08;100,00;95,00;90,00
3519071;351907;Hortolândia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35190740] Municipio de Hortolândia - PMH;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;230.85;230.85;230.85;230.85;230.85;230.85;230.85;230.85;230.85;230.85;89,56;100,00;100,00;100,00;89,56;100,00;100,00;100,00
3519105;351910;Iacanga;SP;2019;[35191011] Prefeitura Municipal de Iacanga - PMI | [35191040] Secretaria de Agricultura e Meio Ambiente - AMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;10.21;10.21;11.71;11.71;11.71;10.21;10.07;10.07;9.43;9.43;80,00;100,00;98,70;92,39;80,00;92,39;86,02;80,51
3519204;351920;Iacri;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35192040] PREFEITURA MUNICIPAL DE IACRI - PMI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.97;4.97;6.32;6.32;6.32;4.97;5.76;4.97;5.66;4.97;100,00;100,00;100,00;100,00;100,00;100,00;91,06;89,53
3519253;351925;Iaras;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35192540] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.11;4.11;9.24;9.24;9.24;4.11;3.07;3.07;2.64;2.64;89,58;100,00;74,80;64,27;89,58;64,27;33,26;28,59
3519303;351930;Ibaté;SP;2019;[35193011] Prefeitura Municipal de Ibaté - DAE | [35193040] Prefeitura Municipal de Ibaté - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;33.70;33.70;35.10;35.10;35.10;33.70;33.70;33.70;33.70;33.70;96,94;100,00;100,00;100,00;96,94;100,00;96,01;96,01
3519402;351940;Ibirá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35194040] Prefeitura Municipal da Estância de Ibirá - PMEI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;11.43;11.43;12.39;12.39;12.39;11.43;11.18;11.18;11.04;11.04;96,70;100,00;97,90;96,59;96,70;96,59;90,22;89,04
3519501;351950;Ibirarema;SP;2019;[35195011] Serviço Autônomo de Água e Esgoto de Ibirarema - SAAEI | [35195040] PREFEITURA DE IBIRAREMA - PMI;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;7.16;7.16;7.75;7.75;7.75;7.16;7.16;7.16;7.16;7.16;84,81;100,00;100,00;100,00;84,81;100,00;92,38;92,38
3519600;351960;Ibitinga;SP;2019;[35196040] PREFEITURA MUNICIPAL DA ESTÂNCIA TURÍSTICA DE IBITINGA - PMETI;Res. Sólidos;Administração pública direta;0.00;0.00;0.00;0.00;60.03;57.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3519709;351970;Ibiúna;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35197040] Secretaria de Desenvolvimento Urbano - SEDU;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;27.62;27.62;78.88;78.88;78.88;27.62;37.75;27.62;15.16;15.16;36,56;100,00;100,00;54,89;36,56;54,89;47,86;19,22
3519808;351980;Icém;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35198040] PREFEITURA MUNICIPAL DE ICEM - PMI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;7.07;7.07;8.24;8.24;8.24;7.07;7.58;7.07;7.28;7.07;91,15;100,00;100,00;100,00;91,15;100,00;91,90;88,33
3519907;351990;Iepê;SP;2019;[35199011] Prefeitura Municipal de Iepê - PMI | [35199040] Prefeitura Municipal de Iepê - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;7.24;7.24;8.16;8.16;8.16;7.24;7.22;7.20;6.53;6.52;48,73;100,00;99,30;90,01;48,73;90,01;88,43;79,97
3520004;352000;Igaraçu Do Tietê;SP;2019;[35200011] Prefeitura Municipal de Igaraçu do Tietê - SAEIT;Água e Esgoto;Administração pública direta;24.53;24.53;24.67;24.67;24.67;24.53;24.16;23.73;24.16;23.93;96,92;100,00;96,70;97,55;96,92;97,55;97,92;97,92
3520103;352010;Igarapava;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35201040] Departamento de Manutenção Urbana - DEPTO_MA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;28.70;28.70;30.43;30.43;30.43;28.70;29.17;28.70;28.85;28.70;93,68;100,00;100,00;100,00;93,68;100,00;95,86;94,79
3520202;352020;Igaratá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35202040] Secretaria Municipal de Planejamento e Mobilidade Urbana, Obras e Serviços - SPMUOS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;7.56;7.56;9.53;9.53;9.53;7.56;5.44;5.44;2.47;2.47;44,31;100,00;71,90;32,61;44,31;32,61;57,04;25,87
3520301;352030;Iguape;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35203040] Município de Iguape - PMEI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;26.41;26.41;30.86;30.86;30.86;26.41;20.05;20.05;14.28;14.28;76,35;100,00;75,90;54,05;76,35;54,05;64,99;46,27
3520400;352040;Ilhabela;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;34.73;34.73;34.97;34.97;34.97;34.73;24.14;24.14;13.40;13.40;53,14;100,00;69,50;38,59;53,14;38,59;69,04;38,32
3520426;352042;Ilha Comprida;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35204240] Prefeitura Municipal de Ilha Comprida - PMIC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;11.17;11.17;11.17;11.17;11.17;11.17;9.80;9.80;4.80;4.80;58,59;100,00;87,80;43,02;58,59;43,02;87,78;43,02
3520442;352044;Ilha Solteira;SP;2019;[35204411] Prefeitura Municipal de Ilha Solteira - PMISA | [35204440] Prefeitura Municipal de Ilha Solteira - PMISA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;25.04;25.04;26.69;26.69;26.69;25.04;26.69;25.04;25.04;25.04;92,85;100,00;100,00;100,00;92,85;100,00;100,00;93,84
3520509;352050;Indaiatuba;SP;2019;[35205011] Serviço Autônomo de Água e Esgotos - SAAE | [35205040] SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE - SEMURB;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;249.10;249.10;251.63;251.63;251.63;249.10;244.02;244.02;240.32;240.32;85,00;68,77;98,00;96,47;58,45;96,47;96,98;95,50
3520608;352060;Indiana;SP;2019;[35206011] Prefeitura Municipal de Indiana - PMI | [35206040] Prefeitura Municipal de Indiana - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;4.18;4.18;4.89;4.89;4.89;4.18;4.18;4.18;4.18;4.18;47,22;100,00;100,00;100,00;47,22;100,00;85,53;85,53
3520707;352070;Indiaporã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35207040] Prefeitura Municipal de Indiaporã - PMI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.37;3.37;3.90;3.90;3.90;3.37;3.36;3.36;3.03;3.03;97,85;100,00;99,60;89,92;97,85;89,92;86,25;77,85
3520806;352080;Inúbia Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35208040] Prefeitura Municipal de Inubia Paulista - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.49;3.49;3.99;3.99;3.99;3.49;3.57;3.49;3.56;3.49;99,76;100,00;100,00;100,00;99,76;100,00;89,45;89,23
3520905;352090;Ipaussu;SP;2019;[35209011] Prefeitura Municipal de Ipaussu - PMI | [35209040] Prefeitura Municipal de Ipaussu - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;13.79;13.79;14.97;14.97;14.97;13.79;13.65;13.65;13.65;13.65;99,91;90,91;99,00;98,96;90,83;98,96;91,18;91,18
3521002;352100;Iperó;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35210040] Prefeitura Municipal de Iperó - PMI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Sociedade de economia mista com administração pública;22.91;22.91;37.13;37.13;37.13;22.91;25.03;22.91;18.65;18.65;77,54;100,00;100,00;81,37;77,54;81,37;67,41;50,21
3521101;352110;Ipeúna;SP;2019;[35211011] Prefeitura Municipal de Ipeúna - PMI | [35211040] Prefeitura Municipal de Ipeúna - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;6.50;6.50;7.55;7.55;7.55;6.50;6.50;6.50;6.04;6.04;70,24;100,00;100,00;92,93;70,24;92,93;86,07;79,99
3521150;352115;Ipiguá;SP;2019;[35211511] Prefeitura Municipal de Ipiguá - PMI;Água e Esgoto;Administração pública direta;3.26;3.26;5.39;5.39;5.39;3.26;3.26;3.26;3.26;3.26;80,02;0,00;100,00;100,00;0,00;100,00;60,42;60,42
3521200;352120;Iporanga;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35212040] Secretaria Municipal de Trusimo e Meio Ambiente - STMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.36;2.36;4.22;4.22;4.22;2.36;2.26;2.26;2.07;2.07;100,00;100,00;96,10;87,69;100,00;87,69;53,65;48,98
3521309;352130;Ipuã;SP;2019;[35213011] Serviço Autônomo de Água e Esgotos - SAAE | [35213040] DEPARTAMENTO DE INFRAESTRUTURA - INFRA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;15.73;15.73;16.41;16.41;16.41;15.73;16.21;15.54;16.21;15.54;58,20;100,00;98,80;98,79;58,20;98,79;98,78;98,78
3521408;352140;Iracemápolis;SP;2019;[35214011] Prefeitura Municipal de Iracemápolis - PMI | [35214040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;23.74;23.74;24.24;24.24;24.24;23.74;24.24;23.74;24.24;23.74;100,00;90,00;100,00;100,00;100,00;100,00;100,00;100,00
3521507;352150;Irapuã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35215040] Prefeitura do Municpio de Irapuã - PMI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;7.13;7.13;7.99;7.99;7.99;7.13;7.05;7.05;7.05;7.05;99,65;100,00;98,80;98,88;99,65;98,88;88,15;88,19
3521606;352160;Irapuru;SP;2019;[35216011] Prefeitura Municipal de Irapuru - PMI | [35216040] Prefeitura Municipal de Irapuru - PMI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.86;5.86;8.29;8.29;8.29;5.86;5.81;5.81;5.81;5.81;76,44;79,94;99,10;99,08;61,11;99,08;70,05;70,05
3521705;352170;Itaberá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;11.93;11.93;17.56;17.56;17.56;11.93;13.87;11.93;12.28;11.93;87,00;100,00;100,00;100,00;87,00;100,00;79,01;69,93
3521804;352180;Itaí;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35218040] Secretaria Municipal de Meio Ambiente - SEMMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;21.30;21.30;27.13;27.13;27.13;21.30;18.27;18.27;18.01;18.01;97,75;100,00;85,80;84,53;97,75;84,53;67,34;66,38
3521903;352190;Itajobi;SP;2019;[35219011] Prefeitura Municipal de Itajobi - PMI;Água e Esgoto;Administração pública direta;12.73;12.73;15.26;15.26;15.26;12.73;12.72;12.72;12.72;12.72;80,00;100,00;99,90;99,87;80,00;99,87;83,31;83,31
3522000;352200;Itaju;SP;2019;[35220011] Prefeitura Municipal de Itaju - PMI | [35220040] PREFEITURA MUNICIPAL - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2.79;2.79;3.84;3.84;3.84;2.79;2.60;2.60;3.06;2.60;83,33;100,00;93,20;93,22;83,33;93,22;67,80;79,90
3522109;352210;Itanhaém;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35221040] Secretaria de Serviços e Urbanização - SESURB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;100.86;100.86;101.82;101.82;101.82;100.86;96.20;96.20;45.97;45.97;54,73;100,00;95,40;45,58;54,73;45,58;94,48;45,15
3522158;352215;Itaóca;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35221540] Secretaria de Obras e Serviços Urbanos - SERM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.82;1.82;3.33;3.33;3.33;1.82;2.34;1.82;1.01;1.01;54,08;100,00;100,00;55,87;54,08;55,87;70,43;30,47
3522208;352220;Itapecerica Da Serra;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35222040] Secretaria Municipal de Obras e Serviços - SO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;174.24;174.24;175.69;175.69;175.69;174.24;169.89;169.89;82.18;82.18;37,25;98,00;97,50;47,17;36,50;47,17;96,70;46,78
3522307;352230;Itapetininga;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35223040] Secretaria Municipal de Meio Ambiente - SEAMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;148.77;148.77;163.90;163.90;163.90;148.77;157.48;148.77;147.68;147.68;91,67;100,00;100,00;99,27;91,67;99,27;96,08;90,11
